 Date__(UT)__HR:MN, , , R.A._(ICRF), DEC__(ICRF),  R.A.__(a-app), DEC_(a-app),  dRA*cosD, d(DEC)/dt, Azi_(a-app), Elev_(a-app),  dAZ*cosE, d(ELV)/dt,   X_(sat-prim), Y_(sat-prim), SatPANG,  L_Ap_Sid_Time,  a-mass, mag_ex,    APmag,  S-brt,      Illu%,             delta,     deldot,     S-O-T,/r,     S-T-O,  T-O-M, MN_Illu%,    PsAng,   PsAMV,  Cnst,,RA_deg_ICRF,DEC_deg_ICRF,MJD
 2021-Apr-21 00:00, , , 18 42 45.31, -40 42 12.4,    18 44 14.05, -40 40 49.8,  23.06466,  -9.17800,        n.a.,         n.a.,      n.a.,      n.a.,     -380216.43,   -189151.81, 230.730,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   89.73656,  0.86221826099824, -9.4462064,  111.2441,/L,   37.3720,  147.2,  57.3773,  272.640, 241.972,   CrA,,280.68879166666665,-40.70344444444445,59325.0
 2021-Apr-22 00:00, , , 18 43 32.22, -40 45 53.8,    18 45 01.03, -40 44 29.7,  21.40581,  -9.15148,        n.a.,         n.a.,      n.a.,      n.a.,     -382342.71,   -190588.31, 230.741,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   89.89613,  0.85677135061203, -9.4163073,  112.0156,/L,   37.0697,  135.4,  67.5745,  272.876, 241.952,   CrA,,280.8842499999999,-40.764944444444446,59326.0
 2021-Apr-23 00:00, , , 18 44 15.63, -40 49 34.4,    18 45 44.51, -40 48 09.1,  19.72443,  -9.12400,        n.a.,         n.a.,      n.a.,      n.a.,     -384511.46,   -192011.99, 230.751,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   90.05888,  0.85134295610423, -9.3820776,  112.7963,/L,   36.7593,  122.8,  77.3150,  273.127, 241.947,   CrA,,281.06512499999997,-40.82622222222223,59327.0
 2021-Apr-24 00:00, , , 18 44 55.51, -40 53 14.3,    18 46 24.46, -40 51 47.7,  18.02022,  -9.09476,        n.a.,         n.a.,      n.a.,      n.a.,     -386723.84,   -193422.47, 230.761,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   90.22478,  0.84593557340771, -9.3435349,  113.5864,/L,   36.4405,  109.5,  86.0345,  273.393, 241.956,   CrA,,281.2312916666666,-40.88730555555556,59328.0
 2021-Apr-25 00:00, , , 18 45 31.79, -40 56 53.3,    18 47 00.80, -40 55 25.7,  16.29260,  -9.06290,        n.a.,         n.a.,      n.a.,      n.a.,     -388981.03,   -194819.39, 230.769,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   90.39379,  0.84055168959558, -9.3006888,  114.3860,/L,   36.1132,   95.7,  93.1009,  273.675, 241.981,   CrA,,281.3824583333333,-40.948138888888884,59329.0
 2021-Apr-26 00:00, , , 18 46 04.42, -41 00 31.4,    18 47 33.49, -40 59 02.7,  14.54068,  -9.02748,        n.a.,         n.a.,      n.a.,      n.a.,     -391284.24,   -196202.36, 230.775,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   90.56586,  0.83519379475479, -9.2535145,  115.1952,/L,   35.7773,   81.5,  97.8888,  273.974, 242.020,   CrA,,281.5184166666666,-41.008722222222225,59330.0
 2021-Apr-27 00:00, , , 18 46 33.33, -41 04 08.4,    18 48 02.48, -41 02 38.9,  12.76332,  -8.98742,        n.a.,         n.a.,      n.a.,      n.a.,     -393634.73,   -197570.99, 230.780,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   90.74097,  0.82986441016177, -9.2019240,  116.0141,/L,   35.4327,   67.0,  99.8950,  274.289, 242.074,   CrA,,281.6388749999999,-41.069,59331.0
 2021-Apr-28 00:00, , , 18 46 58.47, -41 07 44.4,    18 48 27.69, -41 06 14.0,  10.95929,  -8.94145,        n.a.,         n.a.,      n.a.,      n.a.,     -396033.80,   -198924.89, 230.782,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   90.91905,  0.82456613210934, -9.1457432,  116.8429,/L,   35.0793,   52.6,  98.8604,  274.623, 242.143,   CrA,,281.74362499999995,-41.129,59332.0
 2021-Apr-29 00:00, , , 18 47 19.77, -41 11 19.0,    18 48 49.07, -41 09 47.9,  9.127596,  -8.88811,        n.a.,         n.a.,      n.a.,      n.a.,     -398482.81,   -200263.64, 230.781,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   91.10006,  0.81930168348608, -9.0847092,  117.6816,/L,   34.7168,   38.7,  94.8470,  274.974, 242.227,   CrA,,281.832375,-41.18861111111111,59333.0
 2021-Apr-30 00:00, , , 18 47 37.16, -41 14 52.1,    18 49 06.55, -41 13 20.4,  7.267657,  -8.82574,        n.a.,         n.a.,      n.a.,      n.a.,     -400983.14,   -201586.78, 230.777,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   91.28393,  0.81407395999844, -9.0184917,  118.5304,/L,   34.3451,   25.9,  88.2271,  275.345, 242.326,   CrA,,281.90483333333333,-41.24780555555556,59334.0
 2021-May-01 00:00, , , 18 47 50.58, -41 18 23.5,    18 49 20.07, -41 16 51.3,  5.379489,  -8.75255,        n.a.,         n.a.,      n.a.,      n.a.,     -403536.19,   -202893.79, 230.768,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   91.47062,  0.80888605906385, -8.9467292,  119.3894,/L,   33.9641,   16.9,  79.5926,  275.735, 242.441,   CrA,,281.96075,-41.306527777777774,59335.0
 2021-May-02 00:00, , , 18 47 59.95, -41 21 52.8,    18 49 29.54, -41 20 20.4,  3.463703,  -8.66670,        n.a.,         n.a.,      n.a.,      n.a.,     -406143.36,   -204184.08, 230.755,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   91.66004,  0.80374128662437, -8.8690665,  120.2588,/L,   33.5736,   17.5,  69.6275,  276.145, 242.570,   CrA,,281.9997916666667,-41.364666666666665,59336.0
 2021-May-03 00:00, , , 18 48 05.22, -41 25 19.8,    18 49 34.90, -41 23 47.2,  1.521417,  -8.56631,        n.a.,         n.a.,      n.a.,      n.a.,     -408806.01,   -205457.00, 230.737,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   91.85210,  0.79864314543715, -8.7851803,  121.1385,/L,   33.1736,   26.4,  58.9975,  276.576, 242.716,   CrA,,282.02174999999994,-41.42216666666666,59337.0
 2021-May-04 00:00, , , 18 48 06.33, -41 28 44.1,    18 49 36.10, -41 27 11.5,  -0.44587,  -8.44950,        n.a.,         n.a.,      n.a.,      n.a.,     -411525.45,   -206711.87, 230.712,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   92.04672,  0.79359531288574, -8.6947899,  122.0288,/L,   32.7638,   37.8,  48.2837,  277.030, 242.877,   CrA,,282.026375,-41.47891666666667,59338.0
 2021-May-05 00:00, , , 18 48 03.20, -41 32 05.2,    18 49 33.06, -41 30 32.8,  -2.43639,  -8.31441,        n.a.,         n.a.,      n.a.,      n.a.,     -414302.94,   -207947.92, 230.681,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   92.24377,  0.78860161605607, -8.5976567,  122.9296,/L,   32.3442,   49.7,  37.9617,  277.506, 243.053,   CrA,,282.01333333333326,-41.53477777777778,59339.0
 2021-May-06 00:00, , , 18 47 55.80, -41 35 22.7,    18 49 25.74, -41 33 50.5,  -4.44815,  -8.15919,        n.a.,         n.a.,      n.a.,      n.a.,     -417139.67,   -209164.37, 230.642,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   92.44312,  0.78366600890021, -8.4935789,  123.8409,/L,   31.9147,   61.6,  28.4081,  278.006, 243.245,   CrA,,281.98249999999996,-41.58963888888889,59340.0
 2021-May-07 00:00, , , 18 47 44.06, -41 38 36.1,    18 49 14.08, -41 37 04.3,  -6.47899,  -7.98199,        n.a.,         n.a.,      n.a.,      n.a.,     -420036.78,   -210360.39, 230.594,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   92.64464,  0.77879255323875, -8.3823838,  124.7628,/L,   31.4752,   73.5,  19.9192,  278.530, 243.452,   CrA,,281.93358333333333,-41.64336111111111,59341.0
 2021-May-08 00:00, , , 18 47 27.95, -41 41 44.8,    18 48 58.05, -41 40 13.6,  -8.52661,  -7.78099,        n.a.,         n.a.,      n.a.,      n.a.,     -422995.33,   -211535.11, 230.537,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   92.84816,  0.77398540334278, -8.2639232,  125.6952,/L,   31.0257,   85.2,  12.7299,  279.080, 243.675,   CrA,,281.8664583333333,-41.69577777777778,59342.0
 2021-May-09 00:00, , , 18 47 07.41, -41 44 48.3,    18 48 37.60, -41 43 17.6,  -10.5885,  -7.55436,        n.a.,         n.a.,      n.a.,      n.a.,     -426016.29,   -212687.62, 230.470,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   93.05350,  0.76924879298163, -8.1380697,  126.6381,/L,   30.5661,   96.8,   7.0265,  279.656, 243.913,   CrA,,281.780875,-41.74675,59343.0
 2021-May-10 00:00, , , 18 46 42.43, -41 47 45.8,    18 48 12.70, -41 46 16.0,  -12.6620,  -7.30031,        n.a.,         n.a.,      n.a.,      n.a.,     -429100.60,   -213816.98, 230.391,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   93.26049,  0.76458702375009, -8.0047157,  127.5914,/L,   30.0964,  108.3,   2.9525,  280.261, 244.167,   CrA,,281.6767916666666,-41.796055555555554,59344.0
 2021-May-11 00:00, , , 18 46 12.97, -41 50 36.8,    18 47 43.33, -41 49 07.8,  -14.7442,  -7.01710,        n.a.,         n.a.,      n.a.,      n.a.,     -432249.08,   -214922.20, 230.299,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   93.46890,  0.76000445380566, -7.8637730,  128.5550,/L,   29.6167,  119.7,   0.6100,  280.894, 244.436,   CrA,,281.55404166666665,-41.84355555555556,59345.0
 2021-May-12 00:00, , , 18 45 39.01, -41 53 20.5,    18 47 09.45, -41 51 52.5,  -16.8321,  -6.70301,        n.a.,         n.a.,      n.a.,      n.a.,     -435462.49,   -216002.25, 230.193,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   93.67851,  0.75550548656960, -7.7151731,  129.5288,/L,   29.1270,  130.9,   0.0573,  281.557, 244.720,   CrA,,281.41254166666664,-41.88902777777778,59346.0
 2021-May-13 00:00, , , 18 45 00.53, -41 55 56.1,    18 46 31.07, -41 54 29.3,  -18.9225,  -6.35641,        n.a.,         n.a.,      n.a.,      n.a.,     -438741.49,   -217056.09, 230.072,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   93.88909,  0.75109455930715, -7.5588673,  130.5125,/L,   28.6273,  141.8,   1.3068,  282.252, 245.019,   CrA,,281.2522083333333,-41.932249999999996,59347.0
 2021-May-14 00:00, , , 18 44 17.54, -41 58 22.8,    18 45 48.17, -41 56 57.3,  -21.0120,  -5.97575,        n.a.,         n.a.,      n.a.,      n.a.,     -442086.66,   -218082.63, 229.934,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   94.10037,  0.74677613170521, -7.3948267,  131.5059,/L,   28.1178,  152.0,   4.3249,  282.980, 245.333,   CrA,,281.07308333333333,-41.973,59348.0
 2021-May-15 00:00, , , 18 43 30.02, -42 00 39.9,    18 45 00.75, -41 59 15.8,  -23.0971,  -5.55958,        n.a.,         n.a.,      n.a.,      n.a.,     -445498.48,   -219080.72, 229.777,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   94.31208,  0.74255467458661, -7.2230417,  132.5089,/L,   27.5987,  160.4,   9.0336,  283.742, 245.662,   CrA,,280.8750833333333,-42.01108333333333,59349.0
 2021-May-16 00:00, , , 18 42 38.00, -42 02 46.3,    18 44 08.83, -42 01 23.9,  -25.1742,  -5.10655,        n.a.,         n.a.,      n.a.,      n.a.,     -448977.31,   -220049.23, 229.600,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   94.52394,  0.73843465876960, -7.0435219,  133.5210,/L,   27.0700,  163.6,  15.3133,  284.540, 246.004,   CrA,,280.6583333333333,-42.046194444444446,59350.0
 2021-May-17 00:00, , , 18 41 41.49, -42 04 41.3,    18 43 12.41, -42 03 20.7,  -27.2394,  -4.61546,        n.a.,         n.a.,      n.a.,      n.a.,     -452523.45,   -220986.96, 229.401,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   94.73563,  0.73442054388909, -6.8562966,  134.5419,/L,   26.5319,  158.8,  23.0043,  285.377, 246.362,   CrA,,280.422875,-42.078138888888894,59351.0
 2021-May-18 00:00, , , 18 40 40.52, -42 06 23.9,    18 42 11.53, -42 05 05.3,  -29.2888,  -4.08525,        n.a.,         n.a.,      n.a.,      n.a.,     -456137.05,   -221892.69, 229.176,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   94.94685,  0.73051676686367, -6.6614154,  135.5713,/L,   25.9848,  149.3,  31.9045,  286.253, 246.732,   CrA,,280.1688333333333,-42.10663888888889,59352.0
 2021-May-19 00:00, , , 18 39 35.12, -42 07 53.2,    18 41 06.22, -42 06 36.6,  -31.3184,  -3.51504,        n.a.,         n.a.,      n.a.,      n.a.,     -459818.18,   -222765.21, 228.925,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   95.15725,  0.72672772975239, -6.4589496,  136.6086,/L,   25.4290,  138.1,  41.7608,  287.172, 247.117,   CrA,,279.8963333333333,-42.13144444444445,59353.0
 2021-May-20 00:00, , , 18 38 25.35, -42 09 08.2,    18 39 56.52, -42 07 53.8,  -33.3243,  -2.90414,        n.a.,         n.a.,      n.a.,      n.a.,     -463566.78,   -223603.25, 228.644,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   95.36650,  0.72305778713105, -6.2489923,  137.6534,/L,   24.8646,  125.8,  52.2533,  288.135, 247.514,   CrA,,279.605625,-42.152277777777776,59354.0
 2021-May-21 00:00, , , 18 37 11.26, -42 10 07.8,    18 38 42.51, -42 08 55.9,  -35.3025,  -2.25206,        n.a.,         n.a.,      n.a.,      n.a.,     -467382.67,   -224405.57, 228.330,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   95.57424,  0.71951123393330, -6.0316563,  138.7050,/L,   24.2923,  112.9,  62.9762,  289.145, 247.924,   CrA,,279.2969166666666,-42.16883333333333,59355.0
 2021-May-22 00:00, , , 18 35 52.93, -42 10 51.2,    18 37 24.24, -42 09 41.8,  -37.2491,  -1.55851,        n.a.,         n.a.,      n.a.,      n.a.,     -471265.59,   -225170.91, 227.981,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   95.78010,  0.71609229595984, -5.8070665,  139.7628,/L,   23.7123,   99.4,  73.4198,  290.205, 248.346,   CrA,,278.97054166666663,-42.18088888888889,59356.0
 2021-May-23 00:00, , , 18 34 30.42, -42 11 17.3,    18 36 01.78, -42 10 10.5,  -39.1606,  -0.82337,        n.a.,         n.a.,      n.a.,      n.a.,     -475215.14,   -225898.02, 227.592,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   95.98370,  0.71280512670265, -5.5753453,  140.8261,/L,   23.1252,   85.5,  82.9717,  291.318, 248.779,   CrA,,278.62674999999996,-42.188138888888886,59357.0
 2021-May-24 00:00, , , 18 33 03.82, -42 11 25.1,    18 34 35.24, -42 10 21.1,  -41.0335,  -0.04667,        n.a.,         n.a.,      n.a.,      n.a.,     -479230.83,   -226585.68, 227.159,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   96.18467,  0.70965381500016, -5.3365900,  141.8940,/L,   22.5316,   71.1,  90.9506,  292.489, 249.224,   CrA,,278.2659166666666,-42.190305555555554,59358.0
 2021-May-25 00:00, , , 18 31 33.22, -42 11 13.7,    18 33 04.70, -42 10 12.5,  -42.8648,  0.771463,        n.a.,         n.a.,      n.a.,      n.a.,     -483312.08,   -227232.69, 226.679,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   96.38262,  0.70664240700650, -5.0908470,  142.9656,/L,   21.9320,   56.6,  96.6890,  293.720, 249.680,   CrA,,277.8884166666666,-42.18713888888889,59359.0
 2021-May-26 00:00, , , 18 29 58.74, -42 10 42.0,    18 31 30.27, -42 09 43.7,  -44.6511,  1.630861,        n.a.,         n.a.,      n.a.,      n.a.,     -487458.21,   -227837.88, 226.146,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   96.57715,  0.70377494182912, -4.8380923,  144.0400,/L,   21.3271,   42.2,  99.6536,  295.016, 250.145,   CrA,,277.49475,-42.17833333333333,59360.0
 2021-May-27 00:00, , , 18 28 20.47, -42 09 49.0,    18 29 52.06, -42 08 53.9,  -46.3890,  2.531270,        n.a.,         n.a.,      n.a.,      n.a.,     -491668.46,   -228400.11, 225.555,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   96.76788,  0.70105549351818, -4.5782309,  145.1160,/L,   20.7178,   28.8,  99.5682,  296.382, 250.620,   CrA,,277.0852916666666,-42.16361111111111,59361.0
 2021-May-28 00:00, , , 18 26 38.54, -42 08 33.9,    18 28 10.18, -42 07 42.0,  -48.0742,  3.472292,        n.a.,         n.a.,      n.a.,      n.a.,     -495941.96,   -228918.22, 224.900,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   96.95440,  0.69848820640204, -4.3111204,  146.1923,/L,   20.1048,   18.5,  96.4821,  297.825, 251.104,   CrA,,276.6605833333333,-42.14275,59362.0
 2021-May-29 00:00, , , 18 24 53.08, -42 06 55.5,    18 26 24.77, -42 06 07.0,  -49.7019,  4.453267,        n.a.,         n.a.,      n.a.,      n.a.,     -500277.72,   -229391.07, 224.174,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   97.13632,  0.69607731076693, -4.0366133,  147.2675,/L,   19.4892,   17.8,  90.7507,  299.349, 251.596,   CrA,,276.22116666666665,-42.11541666666667,59363.0
 2021-May-30 00:00, , , 18 23 04.23, -42 04 53.1,    18 24 35.96, -42 04 08.1,  -51.2666,  5.473152,        n.a.,         n.a.,      n.a.,      n.a.,     -504674.58,   -229817.52, 223.369,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   97.31324,  0.69382711288508, -3.7546006,  148.3400,/L,   18.8720,   26.8,  82.9377,  300.962, 252.096,   CrA,,275.76762499999995,-42.08141666666667,59364.0
 2021-May-31 00:00, , , 18 21 12.16, -42 02 25.6,    18 22 43.91, -42 01 44.2,  -52.7621,  6.530442,        n.a.,         n.a.,      n.a.,      n.a.,     -509131.20,   -230196.44, 222.477,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   97.48476,  0.69174196308502, -3.4650423,  149.4078,/L,   18.2545,   38.8,  73.6894,  302.671, 252.602,   CrA,,275.30066666666664,-42.04044444444444,59365.0
 2021-Jun-01 00:00, , , 18 19 17.03, -41 59 32.2,    18 20 48.79, -41 58 54.6,  -54.1824,  7.623133,        n.a.,         n.a.,      n.a.,      n.a.,     -513646.04,   -230526.76, 221.489,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   97.65048,  0.68982621178640, -3.1679784,  150.4690,/L,   17.6380,   51.4,  63.6295,  304.486, 253.114,   CrA,,274.8209583333333,-41.99227777777778,59366.0
 2021-Jun-02 00:00, , , 18 17 19.04, -41 56 12.1,    18 18 50.78, -41 55 38.3,  -55.5213,  8.748735,        n.a.,         n.a.,      n.a.,      n.a.,     -518217.35,   -230807.46, 220.395,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   97.81001,  0.68808416369730, -2.8635258,  151.5211,/L,   17.0241,   64.0,  53.2997,  306.416, 253.631,   CrA,,274.3293333333333,-41.93669444444444,59367.0
 2021-Jun-03 00:00, , , 18 15 18.37, -41 52 24.5,    18 16 50.10, -41 51 54.7,  -56.7728,  9.904303,        n.a.,         n.a.,      n.a.,      n.a.,     -522843.19,   -231037.58, 219.183,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   97.96295,  0.68652003671787, -2.5518663,  152.5613,/L,   16.4147,   76.4,  43.1426,  308.471, 254.153,   CrA,,273.8265416666666,-41.873472222222226,59368.0
 2021-Jun-04 00:00, , , 18 13 15.25, -41 48 08.7,    18 14 46.95, -41 47 43.0,  -57.9314,  11.08648,        n.a.,         n.a.,      n.a.,      n.a.,     -527521.43,   -231216.27, 217.840,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   98.10894,  0.68513792785077, -2.2332349,  153.5865,/L,   15.8118,   88.6,  33.5122,  310.663, 254.678,   CrA,,273.3135416666666,-41.802416666666666,59369.0
 2021-Jun-05 00:00, , , 18 11 09.90, -41 43 24.3,    18 12 41.56, -41 43 02.6,  -58.9917,  12.29152,        n.a.,         n.a.,      n.a.,      n.a.,     -532249.78,   -231342.78, 216.353,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   98.24760,  0.68394178555145, -1.9079097,  154.5934,/L,   15.2175,  100.6,  24.6947,  313.006, 255.205,   CrA,,272.79124999999993,-41.723416666666665,59370.0
 2021-Jun-06 00:00, , , 18 09 02.55, -41 38 10.6,    18 10 34.17, -41 37 53.0,  -59.9490,  13.51537,        n.a.,         n.a.,      n.a.,      n.a.,     -537025.79,   -231416.45, 214.707,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   98.37859,  0.68293538673675, -1.5762059,  155.5777,/L,   14.6345,  112.4,  16.9298,  315.512, 255.733,   CrA,,272.26062499999995,-41.63627777777778,59371.0
 2021-Jun-07 00:00, , , 18 06 53.46, -41 32 27.3,    18 08 25.02, -41 32 13.9,  -60.7987,  14.75363,        n.a.,         n.a.,      n.a.,      n.a.,     -541846.87,   -231436.74, 212.886,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   98.50156,  0.68212231658209, -1.2384721,  156.5351,/L,   14.0657,  124.1,  10.4256,  318.197, 256.263,   CrA,,271.72274999999996,-41.54091666666667,59372.0
 2021-Jun-08 00:00, , , 18 04 42.88, -41 26 14.1,    18 06 14.38, -41 26 04.9,  -61.5371,  16.00167,        n.a.,         n.a.,      n.a.,      n.a.,     -546710.29,   -231403.23, 210.874,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   98.61621,  0.68150594969488, -0.8950887,  157.4605,/L,   13.5143,  135.5,   5.3658,  321.076, 256.791,   CrA,,271.17866666666663,-41.43725,59373.0
 2021-Jun-09 00:00, , , 18 02 31.07, -41 19 30.9,    18 04 02.50, -41 19 25.9,  -62.1607,  17.25462,        n.a.,         n.a.,      n.a.,      n.a.,     -551613.25,   -231315.61, 208.655,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   98.72225,  0.68108943187641, -0.5464676,  158.3481,/L,   12.9838,  146.5,   1.9101,  324.165, 257.318,   CrA,,270.62945833333333,-41.325250000000004,59374.0
 2021-Jun-10 00:00, , , 18 00 18.31, -41 12 17.5,    18 01 49.65, -41 12 16.8,  -62.6667,  18.50743,        n.a.,         n.a.,      n.a.,      n.a.,     -556552.85,   -231173.73, 206.213,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   98.81942,  0.68087566228533, -0.1930509,  159.1916,/L,   12.4782,  156.5,   0.1884,  327.478, 257.843,   CrA,,270.07629166666663,-41.204861111111114,59375.0
 2021-Jun-11 00:00, , , 17 58 04.85, -41 04 34.1,    17 59 36.11, -41 04 37.7,  -63.0529,  19.75492,        n.a.,         n.a.,      n.a.,      n.a.,     -561526.10,   -230977.55, 203.533,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   98.90748,  0.68086727629763,  0.1646904,  159.9841,/L,   12.0019,  163.4,   0.2918,  331.028, 258.364,   Sco,,269.5202083333333,-41.07613888888889,59376.0
 2021-Jun-12 00:00, , , 17 55 50.98, -40 56 20.9,    17 57 22.14, -40 56 28.9,  -63.3178,  20.99184,        n.a.,         n.a.,      n.a.,      n.a.,     -566529.99,   -230727.15, 200.605,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   98.98624,  0.68106662966500,  0.5262595,  160.7179,/L,   11.5595,  162.6,   2.2643,  334.826, 258.881,   Sco,,268.9624166666666,-40.939138888888884,59377.0
 2021-Jun-13 00:00, , , 17 53 36.97, -40 47 38.1,    17 55 08.03, -40 47 50.5,  -63.4605,  22.21295,        n.a.,         n.a.,      n.a.,      n.a.,     -571561.49,   -230422.77, 197.423,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   99.05551,  0.68147578467959,  0.8911377,  161.3849,/L,   11.1561,  154.7,   6.0947,  338.876, 259.391,   Sco,,268.4040416666666,-40.79391666666667,59378.0
 2021-Jun-14 00:00, , , 17 51 23.09, -40 38 26.3,    17 52 54.04, -40 38 43.1,  -63.4809,  23.41306,        n.a.,         n.a.,      n.a.,      n.a.,     -576617.54,   -230064.76, 193.987,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   99.11516,  0.68209649898011,  1.2587895,  161.9768,/L,   10.7967,  143.9,  11.7121,  343.176, 259.896,   Sco,,267.8462083333333,-40.64063888888889,59379.0
 2021-Jun-15 00:00, , , 17 49 09.63, -40 28 46.0,    17 50 40.44, -40 29 07.2,  -63.3796,  24.58709,        n.a.,         n.a.,      n.a.,      n.a.,     -581695.13,   -229653.60, 190.309,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   99.16509,  0.68293021746727,  1.6286684,  162.4851,/L,   10.4864,  132.0,  18.9826,  347.715, 260.393,   Sco,,267.290125,-40.47944444444445,59380.0
 2021-Jun-16 00:00, , , 17 46 56.83, -40 18 37.9,    17 48 27.50, -40 19 03.5,  -63.1582,  25.73016,        n.a.,         n.a.,      n.a.,      n.a.,     -586791.28,   -229189.92, 186.410,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   99.20523,  0.68397806767352,  2.0002230,  162.9017,/L,   10.2302,  119.5,  27.7056,  352.470, 260.881,   Sco,,266.73679166666665,-40.31052777777777,59381.0
 2021-Jun-17 00:00, , , 17 44 44.97, -40 08 02.9,    17 46 15.49, -40 08 32.7,  -62.8187,  26.83767,        n.a.,         n.a.,      n.a.,      n.a.,     -591903.06,   -228674.44, 182.324,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   99.23556,  0.68524085900293,  2.3729044,  163.2195,/L,   10.0322,  106.6,  37.6073,  357.405, 261.360,   Sco,,266.187375,-40.13413888888889,59382.0
 2021-Jun-18 00:00, , , 17 42 34.30, -39 57 01.7,    17 44 04.64, -39 57 35.9,  -62.3640,  27.90531,        n.a.,         n.a.,      n.a.,      n.a.,     592351.998,   -228108.03, 178.098,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   99.25607,  0.68671908661511,  2.7461749,  163.4326,/T,    9.8959,   93.3,  48.3309,    2.474, 261.829,   Sco,,265.6429166666666,-39.950472222222224,59383.0
 2021-Jun-19 00:00, , , 17 40 25.05, -39 45 35.5,    17 41 55.22, -39 46 13.9,  -61.7978,  28.92916,        n.a.,         n.a.,      n.a.,      n.a.,     587053.561,   -227491.64, 173.787,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   99.26681,  0.68841294133289,  3.1195206,  163.5371,/T,    9.8236,   79.6,  59.4246,    7.619, 262.288,   Sco,,265.104375,-39.759861111111114,59384.0
 2021-Jun-20 00:00, , , 17 38 17.46, -39 33 45.4,    17 39 47.45, -39 34 27.9,  -61.1244,  29.90575,        n.a.,         n.a.,      n.a.,      n.a.,     581809.650,   -226826.36, 169.456,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   99.26786,  0.69032232753846,  3.4924665,  163.5312,/T,    9.8161,   65.5,  70.3347,   12.777, 262.734,   Sco,,264.57275,-39.56261111111111,59385.0
