 Date__(UT)__HR:MN, , , R.A._(ICRF), DEC__(ICRF),  R.A.__(a-app), DEC_(a-app),  dRA*cosD, d(DEC)/dt, Azi_(a-app), Elev_(a-app),  dAZ*cosE, d(ELV)/dt,   X_(sat-prim), Y_(sat-prim), SatPANG,  L_Ap_Sid_Time,  a-mass, mag_ex,    APmag,  S-brt,      Illu%,             delta,     deldot,     S-O-T,/r,     S-T-O,  T-O-M, MN_Illu%,    PsAng,   PsAMV,  Cnst,,RA_deg_ICRF,DEC_deg_ICRF,MJD
 2020-Mar-03 00:00, , , 22 21 36.64, -06 57 58.0,    22 22 37.69, -06 52 03.5,  83.23324,  39.25215,        n.a.,         n.a.,      n.a.,      n.a.,      -30586.33,     -507.749, 268.543,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   99.81979,  2.70200387584026, -4.8222817,    8.4960,/L,    4.8607,  100.0,  51.8310,  269.603, 239.557,   Aqr,,335.4026666666666,-6.966111111111111,58911.0
 2020-Mar-04 00:00, , , 22 23 50.82, -06 42 15.4,    22 24 51.81, -06 36 19.3,  83.24060,  39.42631,        n.a.,         n.a.,      n.a.,      n.a.,      -31944.58,     -948.073, 267.799,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   99.80302,  2.69917565320983, -4.9713223,    8.8750,/L,    5.0821,  112.1,  61.9860,  268.852, 239.514,   Aqr,,335.96174999999994,-6.704277777777778,58912.0
 2020-Mar-05 00:00, , , 22 26 04.95, -06 26 28.6,    22 27 05.87, -06 20 30.9,  83.25032,  39.59804,        n.a.,         n.a.,      n.a.,      n.a.,      -33297.40,     -1389.42, 267.116,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   99.78548,  2.69626179149074, -5.1188382,    9.2539,/L,    5.3040,  124.5,  71.9598,  268.157, 239.474,   Aqr,,336.52062499999994,-6.441277777777778,58913.0
 2020-Mar-06 00:00, , , 22 28 19.02, -06 10 37.7,    22 29 19.89, -06 04 38.5,  83.26266,  39.76740,        n.a.,         n.a.,      n.a.,      n.a.,      -34644.77,     -1831.45, 266.488,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   99.76717,  2.69326317682132, -5.2648156,    9.6326,/L,    5.5261,  137.4,  81.2525,  267.514, 239.437,   Aqr,,337.07924999999994,-6.177138888888889,58914.0
 2020-Mar-07 00:00, , , 22 30 33.05, -05 54 42.7,    22 31 33.86, -05 48 42.0,  83.27794,  39.93450,        n.a.,         n.a.,      n.a.,      n.a.,      -35986.69,     -2273.83, 265.910,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   99.74809,  2.69018069266392, -5.4092800,   10.0109,/L,    5.7485,  150.7,  89.2737,  266.915, 239.403,   Aqr,,337.6377083333333,-5.9118611111111115,58915.0
 2020-Mar-08 00:00, , , 22 32 47.03, -05 38 43.7,    22 33 47.79, -05 32 41.6,  83.29645,  40.09943,        n.a.,         n.a.,      n.a.,      n.a.,      -37323.18,     -2716.25, 265.377,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   99.72824,  2.68701519296394, -5.5523101,   10.3888,/L,    5.9711,  163.7,  95.3877,  266.357, 239.372,   Aqr,,338.19595833333335,-5.645472222222222,58916.0
 2020-Mar-09 00:00, , , 22 35 00.99, -05 22 40.7,    22 36 01.68, -05 16 37.2,  83.31844,  40.26231,        n.a.,         n.a.,      n.a.,      n.a.,      -38654.27,     -3158.38, 264.884,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   99.70762,  2.68376746912764, -5.6940438,   10.7662,/L,    6.1938,  172.2,  99.0064,  265.835, 239.343,   Aqr,,338.75412499999993,-5.377972222222222,58917.0
 2020-Mar-10 00:00, , , 22 37 14.93, -05 06 33.9,    22 38 15.56, -05 00 29.0,  83.34406,  40.42322,        n.a.,         n.a.,      n.a.,      n.a.,      -39980.00,     -3599.92, 264.429,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   99.68625,  2.68043821769565, -5.8346684,   11.1431,/L,    6.4167,  163.5,  99.7140,  265.345, 239.318,   Aqr,,339.31220833333333,-5.109416666666666,58918.0
 2020-Mar-11 00:00, , , 22 39 28.85, -04 50 23.1,    22 40 29.42, -04 44 16.9,  83.37331,  40.58223,        n.a.,         n.a.,      n.a.,      n.a.,      -41300.41,     -4040.55, 264.007,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   99.66411,  2.67702801894879, -5.9743931,   11.5192,/L,    6.6396,  149.8,  97.3786,  264.885, 239.295,   Aqr,,339.87020833333327,-4.8397499999999996,58919.0
 2020-Mar-12 00:00, , , 22 41 42.77, -04 34 08.5,    22 42 43.28, -04 28 01.1,  83.40605,  40.73932,        n.a.,         n.a.,      n.a.,      n.a.,      -42615.56,     -4479.97, 263.617,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   99.64122,  2.67353733540933, -6.1134101,   11.8947,/L,    6.8626,  135.7,  92.1971,  264.451, 239.275,   Aqr,,340.4282083333333,-4.5690277777777775,58920.0
 2020-Mar-13 00:00, , , 22 43 56.70, -04 17 50.1,    22 44 57.15, -04 11 41.4,  83.44204,  40.89444,        n.a.,         n.a.,      n.a.,      n.a.,      -43925.48,     -4917.90, 263.256,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   99.61757,  2.66996653235761, -6.2518593,   12.2694,/L,    7.0856,  121.7,  84.6487,  264.043, 239.259,   Aqr,,340.9862499999999,-4.29725,58921.0
 2020-Mar-14 00:00, , , 22 46 10.63, -04 01 28.0,    22 47 11.03, -03 55 18.0,  83.48096,  41.04752,        n.a.,         n.a.,      n.a.,      n.a.,      -45230.21,     -5354.02, 262.922,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   99.59317,  2.66631591383998, -6.3898115,   12.6433,/L,    7.3086,  108.0,  75.3803,  263.656, 239.245,   Aqr,,341.54429166666665,-4.024444444444445,58922.0
 2020-Mar-15 00:00, , , 22 48 24.58, -03 45 02.2,    22 49 24.94, -03 38 51.0,  83.52253,  41.19842,        n.a.,         n.a.,      n.a.,      n.a.,      -46529.79,     -5788.05, 262.613,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   99.56802,  2.66258576287448, -6.5272706,   13.0164,/L,    7.5316,   94.7,  65.0798,  263.291, 239.234,   Aqr,,342.10241666666667,-3.750611111111111,58923.0
 2020-Mar-16 00:00, , , 22 50 38.56, -03 28 32.8,    22 51 38.88, -03 22 20.4,  83.56649,  41.34703,        n.a.,         n.a.,      n.a.,      n.a.,      -47824.24,     -6219.69, 262.327,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   99.54212,  2.65877637595885, -6.6641893,   13.3886,/L,    7.7546,   81.9,  54.3820,  262.944, 239.226,   Aqr,,342.6606666666666,-3.475777777777778,58924.0
 2020-Mar-17 00:00, , , 22 52 52.57, -03 11 59.8,    22 53 52.85, -03 05 46.2,  83.61265,  41.49323,        n.a.,         n.a.,      n.a.,      n.a.,      -49113.56,     -6648.62, 262.063,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   99.51547,  2.65488808707731, -6.8004882,   13.7600,/L,    7.9776,   69.5,  43.8218,  262.615, 239.221,   Psc,,343.2190416666666,-3.1999444444444443,58925.0
 2020-Mar-18 00:00, , , 22 55 06.62, -02 55 23.3,    22 56 06.87, -02 49 08.6,  83.66089,  41.63694,        n.a.,         n.a.,      n.a.,      n.a.,      -50397.77,     -7074.55, 261.820,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   99.48809,  2.65092128129529, -6.9360719,   14.1303,/L,    8.2004,   57.5,  33.8279,  262.302, 239.219,   Psc,,343.77758333333327,-2.923138888888889,58926.0
 2020-Mar-19 00:00, , , 22 57 20.71, -02 38 43.4,    22 58 20.93, -02 32 27.5,  83.71111,  41.77805,        n.a.,         n.a.,      n.a.,      n.a.,      -51676.86,     -7497.16, 261.597,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   99.45997,  2.64687640065539, -7.0708398,   14.4997,/L,    8.4232,   45.8,  24.7369,  262.004, 239.220,   Psc,,344.3362916666666,-2.645388888888889,58927.0
 2020-Mar-20 00:00, , , 22 59 34.86, -02 22 00.0,    23 00 35.04, -02 15 43.1,  83.76329,  41.91649,        n.a.,         n.a.,      n.a.,      n.a.,      -52950.85,     -7916.14, 261.392,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   99.43111,  2.64275394554894, -7.2046910,   14.8681,/L,    8.6459,   34.5,  16.8134,  261.720, 239.224,   Psc,,344.89525,-2.3666666666666667,58928.0
 2020-Mar-21 00:00, , , 23 01 49.06, -02 05 13.3,    23 02 49.21, -01 58 55.5,  83.81739,  42.05218,        n.a.,         n.a.,      n.a.,      n.a.,      -54219.72,     -8331.18, 261.205,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   99.40153,  2.63855447402960, -7.3375269,   15.2355,/L,    8.8684,   23.6,  10.2672,  261.450, 239.231,   Psc,,345.4544166666666,-2.087027777777778,58929.0
 2020-Mar-22 00:00, , , 23 04 03.32, -01 48 23.4,    23 05 03.44, -01 42 04.6,  83.87343,  42.18507,        n.a.,         n.a.,      n.a.,      n.a.,      -55483.48,     -8741.98, 261.034,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   99.37122,  2.63427860052547, -7.4692509,   15.6017,/L,    9.0908,   13.7,   5.2627,  261.192, 239.241,   Psc,,346.0138333333333,-1.8065,58930.0
 2020-Mar-23 00:00, , , 23 06 17.66, -01 31 30.3,    23 07 17.74, -01 25 10.6,  83.93145,  42.31509,        n.a.,         n.a.,      n.a.,      n.a.,      -56742.12,     -9148.22, 260.880,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   99.34019,  2.62992699454952, -7.5997688,   15.9669,/L,    9.3130,  8.686,   1.9231,  260.946, 239.254,   Psc,,346.5735833333333,-1.5250833333333333,58931.0
 2020-Mar-24 00:00, , , 23 08 32.07, -01 14 34.0,    23 09 32.12, -01 08 13.5,  83.99149,  42.44220,        n.a.,         n.a.,      n.a.,      n.a.,      -57995.64,     -9549.59, 260.741,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   99.30844,  2.62550037945267, -7.7289885,   16.3309,/L,    9.5351,   14.6,   0.3292,  260.712, 239.270,   Psc,,347.13362499999994,-1.2427777777777778,58932.0
 2020-Mar-25 00:00, , , 23 10 46.56, -00 57 34.7,    23 11 46.58, -00 51 13.3,  84.05361,  42.56636,        n.a.,         n.a.,      n.a.,      n.a.,      -59244.04,     -9945.79, 260.617,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   99.27599,  2.62099953100853, -7.8568205,   16.6937,/L,    9.7569,   24.5,   0.5174,  260.487, 239.290,   Psc,,347.69399999999996,-0.9596388888888888,58933.0
 2020-Mar-26 00:00, , , 23 13 01.14, -00 40 32.5,    23 14 01.13, -00 34 10.3,  84.11792,  42.68753,        n.a.,         n.a.,      n.a.,      n.a.,      -60487.32,    -10336.51, 260.507,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   99.24283,  2.61642527560222, -7.9831792,   17.0553,/L,    9.9786,   35.1,   2.4786,  260.273, 239.312,   Psc,,348.25474999999994,-0.6756944444444444,58934.0
 2020-Mar-27 00:00, , , 23 15 15.82, -00 23 27.3,    23 16 15.79, -00 17 04.3,  84.18450,  42.80569,        n.a.,         n.a.,      n.a.,      n.a.,      -61725.49,    -10721.44, 260.410,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   99.20896,  2.61177848792837, -8.1079832,   17.4157,/L,   10.2000,   46.0,   6.1587,  260.067, 239.337,   Psc,,348.8159166666666,-0.3909166666666667,58935.0
 2020-Mar-28 00:00, , , 23 17 30.60, -00 06 19.3,    23 18 30.55, +00 00 04.5,  84.25349,  42.92083,        n.a.,         n.a.,      n.a.,      n.a.,      -62958.54,    -11100.29, 260.327,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   99.17440,  2.60706008827990, -8.2311560,   17.7748,/L,   10.4211,   57.1,  11.4621,  259.871, 239.365,   Psc,,349.3775,-0.10536111111111111,58936.0
 2020-Mar-29 00:00, , , 23 19 45.49, +00 10 51.5,    23 20 45.42, +00 17 16.0,  84.32503,  43.03292,        n.a.,         n.a.,      n.a.,      n.a.,      -64186.47,    -11472.76, 260.256,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   99.13915,  2.60227103962510, -8.3526262,   18.1326,/L,   10.6421,   68.4,  18.2543,  259.684, 239.396,   Psc,,349.9395416666666,0.1809722222222222,58937.0
 2020-Mar-30 00:00, , , 23 22 00.50, +00 28 05.0,    23 23 00.42, +00 34 30.2,  84.39927,  43.14199,        n.a.,         n.a.,      n.a.,      n.a.,      -65409.31,    -11838.55, 260.198,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   99.10321,  2.59741234464109, -8.4723278,   18.4891,/L,   10.8627,   79.8,  26.3630,  259.504, 239.431,   Psc,,350.5020833333333,0.46805555555555556,58938.0
 2020-Mar-31 00:00, , , 23 24 15.63, +00 45 21.1,    23 25 15.55, +00 51 46.9,  84.47638,  43.24802,        n.a.,         n.a.,      n.a.,      n.a.,      -66627.07,    -12197.36, 260.152,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   99.06658,  2.59248504264623, -8.5902001,   18.8443,/L,   11.0831,   91.5,  35.5738,  259.333, 239.468,   Psc,,351.0651249999999,0.7558611111111111,58939.0
 2020-Apr-01 00:00, , , 23 26 30.90, +01 02 39.7,    23 27 30.82, +01 09 06.2,  84.55658,  43.35105,        n.a.,         n.a.,      n.a.,      n.a.,      -67839.76,    -12548.91, 260.117,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   99.02928,  2.58749020593967, -8.7061900,   19.1981,/L,   11.3032,  103.5,  45.6189,  259.169, 239.509,   Psc,,351.62874999999997,1.0443611111111113,58940.0
 2020-Apr-02 00:00, , , 23 28 46.31, +01 20 00.9,    23 29 46.23, +01 26 28.0,  84.64010,  43.45112,        n.a.,         n.a.,      n.a.,      n.a.,      -69047.40,    -12892.90, 260.094,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   98.99131,  2.58242893444847, -8.8202559,   19.5505,/L,   11.5230,  115.8,  56.1590,  259.012, 239.552,   Psc,,352.19295833333325,1.3335833333333333,58941.0
 2020-Apr-03 00:00, , , 23 31 01.87, +01 37 24.4,    23 32 01.79, +01 43 52.0,  84.72720,  43.54827,        n.a.,         n.a.,      n.a.,      n.a.,      -70250.03,    -13229.06, 260.081,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   98.95267,  2.57730234692323, -8.9323759,   19.9015,/L,   11.7425,  128.5,  66.7623,  258.862, 239.599,   Psc,,352.7577916666666,1.6234444444444445,58942.0
 2020-Apr-04 00:00, , , 23 33 17.59, +01 54 50.2,    23 34 17.52, +02 01 18.4,  84.81820,  43.64259,        n.a.,         n.a.,      n.a.,      n.a.,      -71447.68,    -13557.09, 260.079,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   98.91336,  2.57211156650470, -9.0425589,   20.2511,/L,   11.9618,  141.5,  76.8905,  258.719, 239.649,   Psc,,353.32329166666665,1.9139444444444444,58943.0
 2020-Apr-05 00:00, , , 23 35 33.48, +02 12 18.3,    23 36 33.41, +02 18 47.0,  84.91340,  43.73419,        n.a.,         n.a.,      n.a.,      n.a.,      -72640.42,    -13876.73, 260.088,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   98.87339,  2.56685769885292, -9.1508587,   20.5992,/L,   12.1807,  154.6,  85.9069,  258.582, 239.702,   Psc,,353.88949999999994,2.2050833333333335,58944.0
 2020-Apr-06 00:00, , , 23 37 49.55, +02 29 48.7,    23 38 49.49, +02 36 17.7,  85.01310,  43.82316,        n.a.,         n.a.,      n.a.,      n.a.,      -73828.29,    -14187.70, 260.107,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   98.83276,  2.56154180288898, -9.2573846,   20.9459,/L,   12.3993,  166.6,  93.1260,  258.452, 239.758,   Psc,,354.4564583333333,2.496861111111111,58945.0
 2020-Apr-07 00:00, , , 23 40 05.82, +02 47 21.1,    23 41 05.76, +02 53 50.5,  85.11752,  43.90962,        n.a.,         n.a.,      n.a.,      n.a.,      -75011.38,    -14489.72, 260.136,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   98.79148,  2.55616485784481, -9.3623020,   21.2911,/L,   12.6177,  169.3,  97.9112,  258.328, 239.818,   Psc,,355.02425,2.7891944444444445,58946.0
 2020-Apr-08 00:00, , , 23 42 22.29, +03 04 55.7,    23 43 22.24, +03 11 25.4,  85.22676,  43.99363,        n.a.,         n.a.,      n.a.,      n.a.,      -76189.77,    -14782.55, 260.175,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   98.74954,  2.55072773464897, -9.4658164,   21.6349,/L,   12.8357,  158.3,  99.8036,  258.209, 239.880,   Psc,,355.59287499999994,3.082138888888889,58947.0
 2020-Apr-09 00:00, , , 23 44 38.97, +03 22 32.3,    23 45 38.93, +03 29 02.3,  85.34076,  44.07520,        n.a.,         n.a.,      n.a.,      n.a.,      -77363.56,    -15065.94, 260.223,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   98.70696,  2.54523118177108, -9.5681399,   21.9772,/L,   13.0535,  144.6,  98.6343,  258.096, 239.946,   Psc,,356.162375,3.375638888888889,58948.0
 2020-Apr-10 00:00, , , 23 46 55.88, +03 40 10.8,    23 47 55.86, +03 46 41.1,  85.45933,  44.15428,        n.a.,         n.a.,      n.a.,      n.a.,      -78532.84,    -15339.63, 260.281,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   98.66372,  2.53967583252099, -9.6694530,   22.3180,/L,   13.2710,  130.7,  94.5663,  257.989, 240.015,   Psc,,356.7328333333333,3.6696666666666666,58949.0
 2020-Apr-11 00:00, , , 23 49 13.03, +03 57 51.3,    23 50 13.03, +04 04 21.8,  85.58217,  44.23075,        n.a.,         n.a.,      n.a.,      n.a.,      -79697.72,    -15603.38, 260.347,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   98.61984,  2.53406223285048, -9.7698743,   22.6574,/L,   13.4882,  117.0,  88.0431,  257.887, 240.087,   Psc,,357.30429166666664,3.9642500000000003,58950.0
 2020-Apr-12 00:00, , , 23 51 30.43, +04 15 33.5,    23 52 30.46, +04 22 04.3,  85.70899,  44.30445,        n.a.,         n.a.,      n.a.,      n.a.,      -80858.28,    -15856.96, 260.423,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   98.57532,  2.52839088074524, -9.8694514,   22.9953,/L,   13.7052,  103.6,  79.6737,  257.791, 240.162,   Psc,,357.87679166666663,4.259305555555556,58951.0
 2020-Apr-13 00:00, , , 23 53 48.08, +04 33 17.6,    23 54 48.14, +04 39 48.6,  85.83950,  44.37521,        n.a.,         n.a.,      n.a.,      n.a.,      -82014.62,    -16100.13, 260.508,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   98.53016,  2.52266226549936, -9.9681695,   23.3317,/L,   13.9219,   90.7,  70.1070,  257.699, 240.241,   Psc,,358.4503333333333,4.554888888888889,58952.0
 2020-Apr-14 00:00, , , 23 56 06.01, +04 51 03.4,    23 57 06.10, +04 57 34.5,  85.97348,  44.44286,        n.a.,         n.a.,      n.a.,      n.a.,      -83166.81,    -16332.62, 260.601,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   98.48437,  2.51687689830093,-10.0659710,   23.6667,/L,   14.1382,   78.3,  59.9408,  257.612, 240.323,   Psc,,359.02504166666665,4.850944444444444,58953.0
 2020-Apr-15 00:00, , , 23 58 24.21, +05 08 50.8,    23 59 24.34, +05 15 22.1,  86.11077,  44.50724,        n.a.,         n.a.,      n.a.,      n.a.,      -84314.91,    -16554.19, 260.703,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   98.43794,  2.51103533119205,-10.1627752,   24.0002,/L,   14.3544,   66.3,  49.6788,  257.530, 240.408,   Psc,,359.6008749999999,5.147444444444445,58954.0
 2020-Apr-16 00:00, , , 00 00 42.69, +05 26 39.7,    00 01 42.86, +05 33 11.1,  86.25127,  44.56820,        n.a.,         n.a.,      n.a.,      n.a.,      -85459.01,    -16764.58, 260.813,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   98.39090,  2.50513816591585,-10.2584925,   24.3321,/L,   14.5702,   54.7,  39.7257,  257.453, 240.497,   Psc,,0.17787499999999995,5.444361111111111,58955.0
 2020-Apr-17 00:00, , , 00 03 01.47, +05 44 30.1,    00 04 01.68, +05 51 01.5,  86.39492,  44.62561,        n.a.,         n.a.,      n.a.,      n.a.,      -86599.14,    -16963.54, 260.931,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   98.34323,  2.49918605606865,-10.3530338,   24.6626,/L,   14.7857,   43.4,  30.4041,  257.381, 240.589,   Psc,,0.7561249999999999,5.741694444444445,58956.0
 2020-Apr-18 00:00, , , 00 05 20.56, +06 02 21.9,    00 06 20.80, +06 08 53.2,  86.54170,  44.67937,        n.a.,         n.a.,      n.a.,      n.a.,      -87735.38,    -17150.81, 261.058,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   98.29495,  2.49317970591317,-10.4463131,   24.9916,/L,   15.0009,   32.5,  21.9768,  257.313, 240.684,   Psc,,1.3356666666666663,6.039416666666667,58957.0
 2020-Apr-19 00:00, , , 00 07 39.96, +06 20 14.9,    00 08 40.24, +06 26 46.1,  86.69161,  44.72935,        n.a.,         n.a.,      n.a.,      n.a.,      -88867.76,    -17326.13, 261.193,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   98.24606,  2.48711986826887,-10.5382480,   25.3190,/L,   15.2157,   22.2,  14.6665,  257.250, 240.782,   Psc,,1.9164999999999999,6.337472222222222,58958.0
 2020-Apr-20 00:00, , , 00 09 59.68, +06 38 09.2,    00 11 00.01, +06 44 40.3,  86.84465,  44.77546,        n.a.,         n.a.,      n.a.,      n.a.,      -89996.35,    -17489.24, 261.335,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   98.19658,  2.48100734283906,-10.6287583,   25.6449,/L,   15.4303,   13.3,   8.6688,  257.191, 240.884,   Psc,,2.4986666666666664,6.635888888888888,58959.0
 2020-Apr-21 00:00, , , 00 12 19.74, +06 56 04.5,    00 13 20.11, +07 02 35.4,  87.00084,  44.81760,        n.a.,         n.a.,      n.a.,      n.a.,      -91121.19,    -17639.89, 261.486,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   98.14649,  2.47484297548325,-10.7177641,   25.9691,/L,   15.6445,   10.5,   4.1569,  257.137, 240.990,   Psc,,3.0822499999999997,6.934583333333333,58960.0
 2020-Apr-22 00:00, , , 00 14 40.13, +07 14 00.9,    00 15 40.55, +07 20 31.5,  87.16023,  44.85567,        n.a.,         n.a.,      n.a.,      n.a.,      -92242.32,    -17777.83, 261.644,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   98.09581,  2.46862765836178,-10.8051848,   26.2919,/L,   15.8583,   17.0,   1.2791,  257.087, 241.098,   Psc,,3.667208333333333,7.233583333333334,58961.0
